,id,title,review
51,51,빽 투 더 퓨쳐,"완벽했던 시리즈의 아쉬운 엔딩...
그래도 최고!!!!!"
52,52,빽 투 더 퓨쳐,"옛날 헐리우드 영화 특유의 따뜻함과 정겨움

열과 성을 다 하는 배우와 능력있는 제작진

이로 인해 나는 영원히 곁에 둘수있는 친구같은 영화를 얻었다

그저 고마울 따름

미래에도 항상 기억되고 사람들을 웃게 해줄 영화"
53,53,빽 투 더 퓨쳐,닭대가리 서부극.
54,54,빽 투 더 퓨쳐,"<백 투 더 퓨쳐>라는 장르를 하나 만들어도 될 정도로 모든 것이 사랑스럽고 유쾌하고 때론 긴장되는 시리즈
물론 30년 전 영화이기에 그래픽이나 표현적인 면에서는 떨어지는 점이 많았지만, 30년이 지난 지금 봐도 이토록 재밌는데 이런 게 뭐가 중요할까
4편을 달라고 하고 싶지만 저 포스터에 네명을 그려야하는데 자리가 없어서 후속편을 못만든거라고 생각하겠다 흥
(근데 왜 얘만 백이지 다른건 다 빽인데..)
 
겁쟁이라는 말을 굉장히 싫어하는 마티, 눈 동그랗게 뜨고 아인슈타인 흉내를 내는 에미트 박사, 진짜 아인슈타인, 제발 여기 오지 말라고 화부터 내고 시작하며 똥 맞고 결말을 짓는 비프 등 모든 요소가 세편에 똑같이 배치되어 있지만, 식상하다는 느낌보다는 반갑다는 느낌을 주는 것은 그만큼 이 영화 자체가 신선한 재미를 주고 있기 때문이 아니었을까 싶다 ㅜㅜ
 
무튼 매우 꾸르잼!!
아ㅏㅏㅏ이제 시리즈 몰아보는거 잠깐 쉴까? 아닌가 ㅋㅋㅋ
 
  
 
 
 
~Back To The Future SERIES"
55,55,빽 투 더 퓨쳐,"마티와 박사님의 전 세계인들을 대신한 시간 여행 그 마지막 이야기, 이 시리즈는 정말 마지막까지 긴장감을 늦출 수 없게 만든다 30여년 전 영화지만 지금 봐도 모든 것이 대단하다"
56,56,빽 투 더 퓨쳐,"충분히 만족할만한 시리즈의 마무리 😍
 3편이 나온지 29년이 지났는데, 타임머신을 소재로한 영화중에 이만한 트릴로지가 아직도 나오지 않았다 ㅎㄷㄷ
 1편을 보기 전으로 돌아가 다시 한번 정주행 하고싶다 😊
#사랑은 과학이 아니다
#정해진 미래는 없다
#동반자
#19.03.09"
57,57,빽 투 더 퓨쳐,이제 드디어 시간여행을 그만하나 싶었더니.. 이 사람들이 증마알...!!
58,58,빽 투 더 퓨쳐,복선들을 맞춰보는 재미와 마티의 성장 그리고 사실 악역을 더 좋아하는 편인데 테넌만큼 빡치는 악당은 없었던거 같음ㅋㅋ 게다가 1인 6역까지 ㄷㄷ
59,59,빽 투 더 퓨쳐,"내가 처음으로 영화를 시리즈물로 본 첫 작품
마지막까지 당연 최고였다."
60,60,빽 투 더 퓨쳐,"공식은 뻔해도 변하지 않는 닥과 마티 때문에 늘 즐겁다.
완벽한 트릴로지를 볼 수 있어서 행복했습니다. 4편은 만들지 마요."
61,61,빽 투 더 퓨쳐,"See you in the future.
-
1955년 11월 12일, 마티는 시계탑 앞의 브라운 박사를 부리나케 찾아온다. 박사는 자신이 아는 마티가 아닌 또 다른 마티가 나타난 것에 크게 놀라 쓰러지고 만다. 마티는 박사를 저택으로 안전하게 옮기고, 잠에서 깨어난 박사는 아직도 마티의 존재를 믿을 수 없다며 방문을 닫아버린다. 마티는 1885년에 박사가 보낸 편지가 증거라며 자초지종을 설명하고, 편지의 내용에는 여기서 잘 살고 있으니 이곳으로 절대 오지 말라고 당부하는 박사의 말이 적혀 있다. 하지만 마티는 묘지에서 1885년에 사망한 박사의 무덤을 발견하고 경악하게 된다.

1편에서 30년 전으로 갔고 2편에서 30년 후로 갔다면, 3편은 100년 전 서부시대로 가며 그에 걸맞게 서부극 장르의 아이콘인 클린트 이스트우드를 활용한 유머에서 재치가 느껴진다. 다만 1편은 독창적이고 박진감 넘치는 매력이 있었고 2편은 상상력과 1편의 재구성에서 짜내는 오락성이 있었다면 3편은 서부시대 테마파크 정도에 그치는 느낌이 아쉽다. 하지만 후반부에 사랑의 힘을 인물들의 열정적인 행동으로 형상화하는 장면들, 그리고 3부작을 매끄럽게 마무리하는 엔딩은 나름 훌륭한 맛을 낸다고 생각된다."
62,62,빽 투 더 퓨쳐,"결말까지 끝내 봤다. 중세시대에서야 자신의 운명을 만난 박사님이야기가 너무 로맨틱했다. 시간과 공간을 초월해서만난 운명이라니ㅠㅠㅠ1,2편만은 못 하지만 재밌다"
63,63,빽 투 더 퓨쳐,"시리즈의 색깔은 옅었지만 시리즈의 마지막으로는 최선이였다.
(리부트 될 때가 됐는데...)"
64,64,빽 투 더 퓨쳐,"시리즈가 끝났다는거에 대한 아쉬움.
1985년에서 출발해 1955년,2015년 그리고 1855년까지 최고의 시간여행이었다."
65,65,빽 투 더 퓨쳐,드로리언을 대체할 타임머신이 다시 있을까
66,66,빽 투 더 퓨쳐,리뷰트는 환영. 리메이크는 후속까지.
67,67,빽 투 더 퓨쳐,"""미래는 너희가 만들어 가는 것이란다"" 최초의 시간여행자는 이렇게 말했다"
68,68,매트릭스,"오프닝에 녹색코드로 형상화 된 워너브라더스 로고가 눈앞에 뙇! 떴을 때 소름 돋음이... 전부였다.

하드코어 매트릭스 팬으로서 실망스럽다 못해 화가난다.

워쇼스키는 자신이 창조한 신화를 재조정하는데 있어서 매트릭스 시리즈 본질적인 매력을 망각한 것 같다.
인간 자유의지나 인과율과 같은 철학적 물음들이 (영화 속)가상세계를 넘어 (관객이 있는)현실 세계에 까지 확장되어 새로운 역사를 만들어 간다든지, 하다못해 다른 버젼 네오의 또 다른 이야기라든지..
얼마든지 새롭게 창조할 여지가 있는 시작이였다.
완벽하게 마무리 된 시리즈에 쓸데없이 덧칠하며 전작의 영광(?)에 기대어 자위나 할 줄은...ㅠ

혹부리 영감 혹에는 노래가 들어있고, 워쇼스키에게는 영화적 창의성이 들어 있었었는가 보다.

#화려하게 촌스럽다.
#더 이상의 센세이션은 없었다.
#관객을 설득없이 끌고만 다닌다.
#네오는 없고 존 윅만 보인다.
#설명하고, 또 설명하고, 또 설명한다.
#부활시켜 놓고, 돌고돌아 다시 제자리..
#하늘을 무지개색으로 칠하고 싶다는 대사에... 어처구니가 없었다.
#쿠키가 있다는데 짜증나서 안 보고 그냥 나옴.
#나 그냥 파란약 줘~ 먹고 싹 잊어버리게..

관람 전-
<매트릭스>시리즈에는 벽이 좀 느껴지는것 같다.
.

완.벽..ㅋ"
69,69,매트릭스,진영을 뒤섞은 뒤에 후루룩 되비춰낸 거울나라의 매트릭스.
70,70,매트릭스,"롤백... 안되겠죠?
Huh, deja vu.

워너 브라더스가 매트릭스 속편을 만들겠다 하자, 라나 워쇼스키는 '누군가가 만들 바에는 차라리 내가 만들겠다'라는 기세로 담고 싶었던 메시지를 모두 담으려 한 느낌입니다.

근데 보고 나니... 차라리 다른 사람이 만든 매트릭스가 더 궁금해지는 것은 왜일까요. 감독의 개인적인 얘기인 건 알겠지만, 굳이요?

영화는 이제 0과 1로 표현해선 안되는 세상이 찾아왔다며, 이분법을 무너뜨립니다. 꿈(Nebuchadnezzar)이 말하는 진짜/가짜를 넘어 기억(Mnemosyne)이 말하는 감정에 새로운 초점이 맞춰졌습니다.

그렇게 <매트릭스: 리저렉션>은 기존의 이야기를 살려내고 거기서 더 나아가는 방향을 택합니다. 전작이 나왔을 때와 지금 사이에 바뀐 세상을 녹여내 서사를 업데이트한 셈입니다. 잔뜩 추가된 메타 요소도 이 새로운 방향을 조명합니다.

근데 이게 맞나...?

정작 저는 별 것을 느끼지 못했습니다. 그리고 이건 방향의 문제가 아닌 설득의 문제로 다가왔습니다. 아무리 방향에 공감해도 그 과정이 색다를 것 없으니 와닿지가 않더라고요. 메타 요소들을 통해 스스로 굳이 존재하지 않았어도 되는 속편이라고 인정한다고 해서 영리하고 잘 만든 속편이라 생각되진 않잖아요?

추억을 자극하는 요소들 역시 서사에 도움이 되지 않아 그저 추억팔이로 느껴질 때가 많았습니다. 그렇다고 액션이 탁월하다고 느껴지지도 않았으며, 일부 액션은 그저 전작들에 대한 오마주로 그쳤다고 생각되기도 했습니다. 기존 캐릭터들을 다른 형식으로 표현하려 한 시도들도 그저 그랬으며, 어딘지 모르게 영화가 전체적으로 가벼워 진 듯해요.

새로운 척만 하며 기존에 보여줬던 것들을 다시 보여준 느낌이라 실망이었습니다. 그게 의도였다면 설득이 부족했고요.

뭔진 알 것도 같은데, 정말 이게 맞나요?

이 세계를 오랜만에 봐서 반가웠긴 합니다. 영화 초반의 변주도 흥미로웠고요. 그리고 오히려 전보다 키아누 리브스와 캐리 앤 모스 사이의 케미는 나아진 것도 같았습니다. 하지만 영화가 제시하는 아이디어들을 보아하니 훨씬 더 잘 펼쳤을 수 있었을 것 같아 아쉽습니다.

지금으로서는 존재해야만 했던 속편인지 의문이 듭니다. 이미 여기까지 왔으니 어쩔 수 없지만요.

●●●

--- 관람 전 코멘트 ---

토끼굴이 갈라지려나, 깊어지려나.
<매트릭스>가 제가 영화 매체에 빠지게 된 첫 계기였기에 걱정도 크지만, 변화가 두렵냐고 또 묻는 듯한 시도에 기대도 하게 되네요. 선택지를 하나 더 준다는데 어떻게 거부하겠어요.

(매트릭스 삼부작 약스포 + 뇌피셜 주의)

메타 요소가 훨씬 많아질 것으로 추정이 됩니다. 1차 예고편을 보니 1999년작 <매트릭스>가 상영되고 있는 장면이 잠시 지나가는데, <매트릭스>라는 영화가 <매트릭스: 리저렉션>의 세계관 내에서도 존재하나봅니다.

유추를 해보자면 이번 영화는 매트릭스3 이후의 내용일 것 같습니다. (예고편에 눈이 지져진 네오의 모습이 비춰지므로 없던 일로 치는 건 아닌 듯해요.) 여기서의 Thomas Anderson은 이전의 해커가 아닌 영화 내 영화 <매트릭스>에서 네오를 연기한 '배우'로 나오는 것 같습니다. 잘 사는 것 같아 보이는 것도, 현실배우 키아누 리브스와 비슷한 모습인 것도 이 때문이지 않을까요. 이전 영화들의 내용을 잊은 채로 배우가 되었다는 내용은 1999년 원작에서 사이퍼가 스미스 요원에게 자신의 기억을 지우고 유명한 배우로 살게 해달라고 한 장면이 떠오르기도 하죠. 기계들은 어떤 이유에서인지 매트릭스3의 결말 이후에 네오를 매트릭스 내에 가두고 싶어하며, 그에게 편한 삶을 주어 자신이 매트릭스 내에 있다는 것을 인지하기 어렵도록 한 것으로 보입니다. (Feat. 파란 약)

예고편의 마지막 장면에 나온 인물이 요원(Agent)이 아닌 배우의 대리인(Agent)으로 보이는 것도 흥미롭지 않을 수 없습니다. (말장난!) 그가 하는 대사 ""Back to the Matrix""는 아마 배우 Thomas Anderson과 영화 내 영화 <매트릭스>에 대해 말하고 있던 것이겠지요. 예전에 Thomas Anderson을 스타의 반열에 올린 <매트릭스>에 대한 속편을 만들자는 제의가 들어온 상황일까요? 결국 이번 영화(리저렉션)는 Thomas Anderson이 자신이 찍은 줄 알았던 영화 <매트릭스>가 사실은 현실이라는 것을 자각하게 되면서 다시 네오로 각성하는 내용이지 않을까 싶습니다.

원작을 보고 잠시나마 '우리도 시뮬레이션 속에서 사는 건 아닐까?'라고 생각을 할 수 있었던 우리에게 감독은 또 다른 생각 포인트를 던져줍니다:
첫 영화가 나온 후 수십년이 지난 지금, 스마트폰 및 첨단 기술에 의지하며 살고 있는 우리야말로 현실과 동떨어져 살고 있다는 것을 인지하지 못하고 있는 것은 아닌가? <매트릭스>를 그저 영화로 생각했던 것은 아닌가?

뇌피셜이긴 하지만 재밌네요. 아무튼 저는 가짜 세상에 또 빠져볼래요."
71,71,매트릭스,"악평 덕분에 영화 200% 즐기고 옴.
최대한 빨리가서 본 게 올해의 잘한일 1위. 거추장스러운 무게감은 덜고 영화적으로 좀 더 똑똑해졌다. 이미 웹이 삶의 일부가 되어버린 매트릭스 20년 후 지금, 블록버스터가 취할 수 없는 이상한 스텝을 꽤 볼만하게 밟는 워쇼스키의 메타 매트릭스에 담긴 새시대의 관념, 홍콩 느와르 액션에 대한 복고적 존경, 세기말의 글리치한 질감은 유물론적 노스텔지어를 불러일으키며 그간 마블류의 지긋지긋한 시리즈물에 진절머리 나는 허무함을 조금이나마 달래준다. 10시간동안 인터넷만 해도 정말 즐겁지만 그 시간이 지난 후 휴대폰 끄고 멍하게 앉아있는 듯한 그 끔찍한 느낌. 헐리우드, 한국의 블록버스터 영화에 질려버려 영화관에 발길을 한동안 끊었었다.

그래서, 매트릭스 리저렉션을 보러가 자리에 앉는 순간까지도 기대감이 아닌 추억열차나 한번 타자는 심정이었고 영화 초반까지만 하더라도 그 우려가 현실이 된듯한 느낌을 받았다. 장르가 저예산 코미디인가 싶을정도로 특수효과가 필요한 시퀀스에서의 저렴한 연출에 헛웃음이 나왔고 정말 열차출발합니다~ 가 귓전에 울리는데...

그 혹은 그녀의 복합적 정체성을 지닌 워쇼스키가 선택한 노선은 대놓고 메타 매트릭스 전략을 표방하면서 중 후반으로 치닫을 수록 이전 시리즈의 장점과, 자신을 메타비평하는 코미디적 연출, 영화장르의 영웅적 세계관에 익숙한 대다수 관객들을 배신할듯 말듯 밀당스탭을 밟으며 A급 완벽한 스킨이 아닌 B급을 오락가락하는, 그 와중에 기존 캐릭터간의 새로운 서사를 언급하며 다채로운 스킨들을 변주하는 전략을 펼쳐낸다. 재미있게도 매트릭스의 세계관 자체가 워낙 매혹적이면서 20세기 말에 원전을 창조한 감독의 독창적 잡탕성덕분에, 웅장하고 있어보이는 전형적인 영웅물과 서사에 익숙한 (또한 신화로서의 영화고전이 된 매트릭스을 칭송하는) 대다수의 관객 뒷통수를 슬쩍 슬쩍 쳐 때리는 맛이 상당하다는 것이다.

후반부에 치닫을 수록 앞전에 무슨 황당한 연출들이 있었는지에 대한 단점은 완전히 잊어버리고 중간 중간 등장하는 어설픈 부분들 조차 새로운 시대의 인터넷적 형식처럼, 오히려 가볍고 재밋게 관점을 달리하며 보게 되었다.

매트릭스의 재미있는 점 하나는 가상현실이란 세계관을 바탕으로 금속, 주먹과 주먹 같은 묵직한 물리적 실체를 담았다는 것인데, 마블류의 시리즈물이 지닌 컴퓨터 그래픽 그자체가 만들어낸 황홀경에 절여져 있다가 거의 원시에 가까운 물리적 힘을 오히려 강조하는 특수효과 연출을 마주하니 그간 블록버스터를 눈으로만 감탄하며 어딘가 10%부족한 허무함이 카타르시스로 충족되면서 촉각적 쾌감을 다시한번 되돌리게 한다. 오히려 필요 이상의 한계치까지 치닫지 않는 절제된 특수효과가 영화를 보는 실존하는 나의 감각에 타격감을 준다.

세계관 자체가 유물론적 세계를 기반으로 한 가상세계이다보니 분명 엇 비슷비슷한듯 한스짐머류의 블록버스터용 ost 효과음조차 좀 더 색다르고 세련되게 들린다. 웅장을 강요하는 BGM이 아니라 마치 실제 영화 안의 물리적 실체와 살아움직이는 인간들의 감정이 뒤섞인 음향의 예술적 하모니처럼 느껴진다.

그리고 이 영화가 애초부터, 태생부터 타 블록버스터와 변별을 가질 수 있던 가장 중요한 요인은 워쇼스키란 중간계 인물, 그 혹은 그녀로서의 고정관념으로 절여진 대다수의 보통 사람이 아닌 남성이며 여성이기도 한, 아니면 그 둘다 아닌 기존의 뻔한 서사를 자신의 인생전체를 통해 깨부수며 살아왔을 감독에게서 연원한다.

스타일. 돈을 쳐발라 거대한 시각의 황홀경은 만들수 있어도 어느 한 개인의 입체적 서사에서 비롯된 독특한 스타일과 관점은 그것만으론 불충분한 것이다. 영화는 초반부터 대놓고 감독 의 친구들인가 싶을정도의 흔한 헐리웃 영화의 여성, 남성의 A급 마스크에서 벗어난 인물들을 사방팔방에 배치하는데 이조차도 기존의 거대자본이 투입된 영화들에서 볼수 없는 생소한 비주얼로 느껴져 눈이 재미있었다.

자연은 순수를 혐오한다는 말이 있다. 워쇼스키와 같은 독특한 또는 다분히 개인적인 상상력을 구현하는 그녀 혹은 그가 만들어 낼 대중문화의 장려를 기원한다. 그것이 미래세대의 긍정적이고 다채로운 비젼을 향해있다면 대중영화에 더 바랄게 없지 않은가?"
72,72,매트릭스,차라리 파란약을 택하겠다.
